Index,(2)A1:Size (bp),(2)A1:Intensity (mV),(3)B1:Size (bp),(3)B1:Intensity (mV),(4)C1:Size (bp),(4)C1:Intensity (mV),(5)D1:Size (bp),(5)D1:Intensity (mV)
4124,432.14,0.04,437.33,0.30,451.64,3.31,449.50,5.18
4125,432.37,0.04,437.57,0.30,451.90,3.28,449.75,5.16
4126,432.61,0.06,437.80,0.30,452.15,3.33,450.00,5.28
4127,432.84,0.12,438.04,0.30,452.40,3.36,450.25,5.24
4128,433.08,0.12,438.28,0.35,452.66,3.35,450.50,5.31
4129,433.31,0.09,438.52,0.32,452.91,3.28,450.75,5.28
4130,433.55,0.10,438.76,0.34,453.16,3.26,451.00,5.32
4131,433.79,0.04,439.00,0.29,453.42,3.26,451.25,5.28
4132,434.02,0.05,439.24,0.26,453.67,3.26,451.51,5.29
4133,434.26,0.04,439.48,0.24,453.93,3.24,451.76,5.16
4134,434.49,0.02,439.72,0.25,454.18,3.25,452.01,5.16
4135,434.73,0.03,439.96,0.25,454.43,3.22,452.26,5.13
4136,434.96,0.02,440.20,0.23,454.69,3.22,452.51,5.11
4137,435.20,0.04,440.44,0.23,454.94,3.18,452.77,5.02
4138,435.44,0.07,440.68,0.23,455.20,3.18,453.02,4.96
4139,435.67,0.09,440.92,0.24,455.45,3.17,453.27,4.93
4140,435.91,0.14,441.16,0.27,455.71,3.17,453.53,4.92
4141,436.15,0.12,441.40,0.29,455.96,3.10,453.78,4.91
4142,436.38,0.15,441.64,0.30,456.22,3.14,454.03,4.89
4143,436.62,0.12,441.88,0.31,456.48,3.13,454.29,4.89
4144,436.85,0.15,442.12,0.36,456.73,3.14,454.54,4.99
4145,437.09,0.11,442.37,0.35,456.99,3.17,454.79,4.98
4146,437.33,0.12,442.61,0.28,457.24,3.16,455.05,5.07
4147,437.57,0.07,442.85,0.28,457.50,3.14,455.30,5.07
4148,437.80,0.08,443.09,0.28,457.76,3.15,455.56,5.01
4149,438.04,0.08,443.33,0.26,458.01,3.13,455.81,5.04
4150,438.28,0.08,443.57,0.25,458.27,3.06,456.07,5.03
4151,438.51,0.08,443.81,0.26,458.53,3.07,456.32,4.98
4152,438.75,0.07,444.05,0.26,458.79,3.07,456.58,4.93
4153,438.99,0.14,444.30,0.24,459.04,3.07,456.83,4.93
4154,439.23,0.17,444.54,0.25,459.30,3.02,457.09,4.92
4155,439.46,0.17,444.78,0.24,459.56,3.04,457.34,4.91
4156,439.70,0.10,445.02,0.24,459.82,3.05,457.60,4.88
4157,439.94,0.07,445.27,0.20,460.08,3.00,457.85,4.89
4158,440.18,0.05,445.51,0.15,460.33,2.99,458.11,4.90
4159,440.42,0.06,445.75,0.18,460.59,3.01,458.37,4.88
4160,440.65,0.05,445.99,0.19,460.85,3.02,458.62,4.83
4161,440.89,0.10,446.24,0.21,461.11,2.95,458.88,4.79
4162,441.13,0.07,446.48,0.21,461.37,2.96,459.14,4.77
4163,441.37,0.11,446.72,0.19,461.63,2.99,459.39,4.78
4164,441.61,0.05,446.96,0.15,461.89,2.92,459.65,4.66
4165,441.85,0.05,447.21,0.19,462.15,2.89,459.91,4.78
4166,442.09,0.06,447.45,0.24,462.41,2.89,460.16,4.83
4167,442.32,0.06,447.70,0.25,462.67,2.93,460.42,4.85
4168,442.56,0.09,447.94,0.24,462.93,2.80,460.68,4.80
4169,442.80,0.14,448.18,0.24,463.19,2.82,460.94,4.83
4170,443.04,0.14,448.43,0.22,463.45,2.78,461.20,4.82
4171,443.28,0.10,448.67,0.23,463.71,2.76,461.45,4.82
4172,443.52,0.06,448.91,0.21,463.97,2.71,461.71,4.77
4173,443.76,0.06,449.16,0.21,464.23,2.74,461.97,4.73
4174,444.00,0.06,449.40,0.23,464.50,2.71,462.23,4.65
4175,444.24,0.09,449.65,0.21,464.76,2.74,462.49,4.62
4176,444.48,0.13,449.89,0.20,465.02,2.74,462.75,4.64
4177,444.72,0.11,450.14,0.21,465.28,2.71,463.01,4.60
4178,444.96,0.12,450.38,0.22,465.54,2.63,463.27,4.58
4179,445.20,0.15,450.63,0.24,465.81,2.60,463.53,4.60
4180,445.44,0.12,450.87,0.24,466.07,2.61,463.79,4.56
4181,445.68,0.11,451.12,0.23,466.33,2.65,464.05,4.54
4182,445.92,0.09,451.36,0.20,466.60,2.73,464.31,4.55
4183,446.16,0.13,451.61,0.16,466.86,2.71,464.57,4.47
4184,446.40,0.09,451.86,0.20,467.12,2.74,464.83,4.51
4185,446.64,0.09,452.10,0.22,467.39,2.75,465.09,4.58
4186,446.89,0.09,452.35,0.22,467.65,2.74,465.35,4.58
4187,447.13,0.09,452.59,0.24,467.92,2.68,465.62,4.61
4188,447.37,0.12,452.84,0.25,468.18,2.66,465.88,4.55
4189,447.61,0.08,453.09,0.24,468.45,2.65,466.14,4.55
4190,447.85,0.03,453.33,0.21,468.71,2.62,466.40,4.56
4191,448.09,0.02,453.58,0.20,468.98,2.64,466.66,4.56
4192,448.33,0.03,453.83,0.22,469.24,2.70,466.93,4.49
4193,448.58,0.05,454.08,0.20,469.51,2.71,467.19,4.42
4194,448.82,0.06,454.32,0.19,469.77,2.63,467.45,4.31
4195,449.06,0.08,454.57,0.14,470.04,2.60,467.72,4.31
4196,449.30,0.14,454.82,0.17,470.31,2.62,467.98,4.26
4197,449.55,0.12,455.07,0.18,470.57,2.64,468.24,4.27
4198,449.79,0.17,455.31,0.22,470.84,2.50,468.51,4.32
4199,450.03,0.15,455.56,0.22,471.11,2.51,468.77,4.29
4200,450.27,0.09,455.81,0.18,471.37,2.50,469.04,4.29
4201,450.52,0.05,456.06,0.17,471.64,2.50,469.30,4.32
4202,450.76,0.01,456.31,0.17,471.91,2.48,469.57,4.34
4203,451.00,0.00,456.56,0.14,472.18,2.47,469.83,4.28
4204,451.25,0.00,456.80,0.09,472.45,2.45,470.10,4.23
4205,451.49,0.02,457.05,0.09,472.71,2.41,470.36,4.23
4206,451.73,0.01,457.30,0.15,472.98,2.42,470.63,4.22
4207,451.98,0.00,457.55,0.16,473.25,2.38,470.89,4.19
4208,452.22,0.03,457.80,0.18,473.52,2.38,471.16,4.17
4209,452.47,0.04,458.05,0.16,473.79,2.40,471.43,4.16
4210,452.71,0.06,458.30,0.14,474.06,2.42,471.69,4.15
4211,452.96,0.09,458.55,0.11,474.33,2.35,471.96,4.15
4212,453.20,0.15,458.80,0.16,474.60,2.33,472.23,4.14
4213,453.44,0.09,459.05,0.19,474.87,2.32,472.50,4.14
4214,453.69,0.08,459.30,0.18,475.14,2.39,472.76,4.15
4215,453.93,0.05,459.55,0.15,475.41,2.39,473.03,4.16
4216,454.18,0.07,459.80,0.20,475.69,2.32,473.30,4.14
4217,454.42,0.05,460.06,0.21,475.96,2.30,473.57,4.09
4218,454.67,0.00,460.31,0.21,476.23,2.29,473.84,4.05
4219,454.92,0.00,460.56,0.19,476.50,2.28,474.11,3.98
4220,455.16,0.02,460.81,0.19,476.77,2.27,474.37,3.95
4221,455.41,0.02,461.06,0.19,477.05,2.24,474.64,3.93
4222,455.65,0.05,461.31,0.21,477.32,2.23,474.91,3.93
4223,455.90,0.07,461.57,0.19,477.59,2.24,475.18,3.97
4224,456.15,0.07,461.82,0.20,477.87,2.26,475.45,3.90
4225,456.39,0.13,462.07,0.16,478.14,2.27,475.72,3.90
4226,456.64,0.11,462.32,0.11,478.41,2.26,476.00,3.87
4227,456.89,0.11,462.58,0.13,478.69,2.28,476.27,3.85
4228,457.13,0.10,462.83,0.15,478.96,2.27,476.54,3.84
4229,457.38,0.10,463.08,0.16,479.24,2.31,476.81,3.83
4230,457.63,0.08,463.34,0.18,479.51,2.24,477.08,3.84
4231,457.88,0.05,463.59,0.18,479.79,2.23,477.35,3.87
4232,458.12,0.04,463.84,0.18,480.06,2.22,477.62,3.76
4233,458.37,0.03,464.10,0.20,480.34,2.21,477.90,3.74
4234,458.62,0.04,464.35,0.18,480.61,2.14,478.17,3.61
4235,458.87,0.02,464.61,0.18,480.89,2.16,478.44,3.63
4236,459.12,0.02,464.86,0.20,481.17,2.16,478.72,3.71
4237,459.36,0.02,465.12,0.18,481.44,2.15,478.99,3.74
4238,459.61,0.03,465.37,0.18,481.72,2.11,479.26,3.71
4239,459.86,0.06,465.63,0.19,482.00,2.12,479.54,3.68
4240,460.11,0.06,465.88,0.16,482.28,2.09,479.81,3.62
4241,460.36,0.12,466.14,0.13,482.56,2.11,480.09,3.71
4242,460.61,0.09,466.39,0.18,482.83,2.08,480.36,3.71
4243,460.86,0.08,466.65,0.16,483.11,2.03,480.64,3.76
4244,461.11,0.12,466.91,0.16,483.39,2.03,480.91,3.70
4245,461.36,0.04,467.16,0.13,483.67,2.02,481.19,3.68
4246,461.61,0.06,467.42,0.19,483.95,2.03,481.46,3.67
4247,461.86,0.06,467.68,0.19,484.23,2.03,481.74,3.66
4248,462.11,0.11,467.93,0.16,484.51,2.06,482.02,3.69
4249,462.36,0.06,468.19,0.16,484.79,2.03,482.29,3.65
4250,462.61,0.03,468.45,0.17,485.07,2.04,482.57,3.51
4251,462.86,0.03,468.71,0.15,485.35,1.98,482.85,3.51
4252,463.11,0.03,468.96,0.13,485.63,1.96,483.13,3.48
4253,463.37,0.04,469.22,0.10,485.92,1.95,483.41,3.51
4254,463.62,0.07,469.48,0.14,486.20,1.97,483.68,3.50
4255,463.87,0.12,469.74,0.15,486.48,1.96,483.96,3.43
4256,464.12,0.06,470.00,0.10,486.76,1.94,484.24,3.45
4257,464.37,0.07,470.26,0.15,487.05,1.90,484.52,3.41
4258,464.63,0.04,470.52,0.14,487.33,1.84,484.80,3.41
4259,464.88,0.03,470.78,0.15,487.61,1.87,485.08,3.44
4260,465.13,0.03,471.03,0.14,487.90,1.82,485.36,3.38
4261,465.38,0.03,471.29,0.13,488.18,1.85,485.64,3.38
4262,465.64,0.04,471.55,0.10,488.47,1.85,485.92,3.37
4263,465.89,0.05,471.82,0.14,488.75,1.82,486.20,3.37
4264,466.14,0.03,472.08,0.13,489.04,1.85,486.48,3.43
4265,466.40,0.04,472.34,0.13,489.32,1.81,486.77,3.38
4266,466.65,0.04,472.60,0.13,489.61,1.86,487.05,3.34
4267,466.90,0.06,472.86,0.12,489.89,1.84,487.33,3.35
4268,467.16,0.06,473.12,0.09,490.18,1.79,487.61,3.39
4269,467.41,0.04,473.38,0.13,490.47,1.78,487.90,3.35
4270,467.67,0.03,473.64,0.11,490.75,1.81,488.18,3.39
4271,467.92,0.00,473.91,0.11,491.04,1.79,488.46,3.35
4272,468.18,0.02,474.17,0.04,491.33,1.80,488.75,3.31
4273,468.43,0.03,474.43,0.09,491.62,1.86,489.03,3.30
4274,468.69,0.04,474.69,0.11,491.91,1.88,489.32,3.28
4275,468.94,0.06,474.96,0.13,492.20,1.85,489.60,3.24
4276,469.20,0.05,475.22,0.07,492.48,1.87,489.89,3.25
4277,469.46,0.05,475.48,0.09,492.77,1.87,490.17,3.26
4278,469.71,0.05,475.75,0.07,493.06,1.79,490.46,3.33
4279,469.97,0.06,476.01,0.11,493.35,1.77,490.74,3.28
4280,470.23,0.13,476.28,0.14,493.64,1.79,491.03,3.26
4281,470.48,0.06,476.54,0.12,493.94,1.74,491.32,3.25
4282,470.74,0.00,476.81,0.10,494.23,1.72,491.60,3.25
4283,471.00,0.00,477.07,0.07,494.52,1.70,491.89,3.24
4284,471.26,0.03,477.34,0.10,494.81,1.69,492.18,3.23
4285,471.51,0.04,477.60,0.11,495.10,1.69,492.47,3.22
4286,471.77,0.01,477.87,0.11,495.40,1.67,492.76,3.19
4287,472.03,0.00,478.13,0.09,495.69,1.68,493.05,3.19
4288,472.29,0.04,478.40,0.04,495.98,1.69,493.33,3.15
4289,472.55,0.09,478.67,0.03,496.28,1.69,493.62,3.13
4290,472.81,0.13,478.93,0.09,496.57,1.69,493.91,2.99
4291,473.07,0.17,479.20,0.07,496.86,1.68,494.20,2.95
4292,473.33,0.13,479.47,0.00,497.16,1.67,494.50,2.91
4293,473.59,0.10,479.74,0.01,497.45,1.69,494.79,3.00
4294,473.85,0.08,480.00,0.08,497.75,1.69,495.08,2.98
4295,474.11,0.07,480.27,0.05,498.05,1.69,495.37,3.00
4296,474.37,0.07,480.54,0.08,498.34,1.69,495.66,3.05
4297,474.63,0.09,480.81,0.07,498.64,1.72,495.95,3.06
4298,474.89,0.09,481.08,0.06,498.94,1.66,496.25,3.02
4299,475.15,0.07,481.35,0.02,499.23,1.66,496.54,3.04
4300,475.41,0.06,481.62,0.07,499.53,1.66,496.83,3.10
4301,475.67,0.06,481.89,0.07,499.83,1.66,497.13,3.11
4302,475.93,0.09,482.16,0.04,500.13,1.65,497.42,3.08
4303,476.20,0.12,482.43,0.06,500.43,1.61,497.72,3.00
4304,476.46,0.06,482.70,0.04,500.73,1.62,498.01,3.01
4305,476.72,0.02,482.97,0.00,501.03,1.58,498.31,3.01
4306,476.98,0.06,483.24,0.00,501.33,1.50,498.60,2.89
4307,477.25,0.08,483.51,0.00,501.63,1.42,498.90,2.84
4308,477.51,0.06,483.78,0.00,501.93,1.40,499.19,2.88
4309,477.77,0.06,484.05,0.00,502.23,1.43,499.49,2.94
4310,478.04,0.08,484.33,0.05,502.53,1.41,499.79,2.87
4311,478.30,0.08,484.60,0.05,502.83,1.45,500.09,2.87
4312,478.56,0.02,484.87,0.00,503.14,1.46,500.38,2.82
4313,478.83,0.04,485.14,0.00,503.44,1.46,500.68,2.87
4314,479.09,0.06,485.42,0.05,503.74,1.54,500.98,2.84
4315,479.36,0.06,485.69,0.03,504.05,1.56,501.28,2.89
4316,479.62,0.05,485.97,0.05,504.35,1.55,501.58,2.93
4317,479.89,0.05,486.24,0.03,504.65,1.53,501.88,2.87
4318,480.16,0.07,486.51,0.09,504.96,1.52,502.18,2.85
4319,480.42,0.05,486.79,0.07,505.27,1.51,502.48,2.78
4320,480.69,0.00,487.06,0.00,505.57,1.47,502.78,2.81
4321,480.95,0.02,487.34,0.01,505.88,1.41,503.08,2.76
4322,481.22,0.02,487.62,0.01,506.18,1.40,503.38,2.79
4323,481.49,0.00,487.89,0.06,506.49,1.35,503.69,2.77
4324,481.76,0.03,488.17,0.08,506.80,1.33,503.99,2.74
4325,482.02,0.03,488.44,0.09,507.11,1.33,504.29,2.69
4326,482.29,0.03,488.72,0.09,507.41,1.35,504.60,2.65
4327,482.56,0.00,489.00,0.09,507.72,1.39,504.90,2.68
4328,482.83,0.05,489.28,0.05,508.03,1.37,505.20,2.64
4329,483.10,0.07,489.55,0.07,508.34,1.39,505.51,2.66
4330,483.37,0.06,489.83,0.13,508.65,1.35,505.81,2.66
4331,483.63,0.05,490.11,0.14,508.96,1.35,506.12,2.67
4332,483.90,0.02,490.39,0.16,509.27,1.36,506.43,2.71
4333,484.17,0.05,490.67,0.12,509.58,1.40,506.73,2.70
4334,484.44,0.07,490.95,0.09,509.90,1.40,507.04,2.52
4335,484.71,0.07,491.23,0.02,510.21,1.37,507.35,2.54
4336,484.99,0.06,491.51,0.06,510.52,1.36,507.65,2.55
4337,485.26,0.05,491.79,0.01,510.83,1.35,507.96,2.56
4338,485.53,0.00,492.07,0.00,511.15,1.39,508.27,2.54
4339,485.80,0.02,492.35,0.00,511.46,1.36,508.58,2.51
4340,486.07,0.00,492.63,0.00,511.78,1.33,508.89,2.44
4341,486.34,0.05,492.91,0.00,512.09,1.37,509.20,2.49
4342,486.62,0.07,493.20,0.00,512.41,1.37,509.51,2.44
4343,486.89,0.08,493.48,0.02,512.72,1.31,509.82,2.48
4344,487.16,0.08,493.76,0.00,513.04,1.30,510.13,2.42
4345,487.43,0.09,494.04,0.00,513.35,1.27,510.44,2.49
4346,487.71,0.12,494.33,0.00,513.67,1.24,510.75,2.55
4347,487.98,0.10,494.61,0.05,513.99,1.23,511.07,2.56
4348,488.26,0.10,494.89,0.06,514.31,1.19,511.38,2.52
4349,488.53,0.09,495.18,0.02,514.63,1.15,511.69,2.49
4350,488.80,0.06,495.46,0.04,514.95,1.15,512.00,2.46
4351,489.08,0.03,495.75,0.08,515.26,1.19,512.32,2.39
4352,489.36,0.03,496.03,0.08,515.58,1.18,512.63,2.35
4353,489.63,0.06,496.32,0.06,515.91,1.19,512.95,2.33
4354,489.91,0.04,496.61,0.10,516.23,1.16,513.26,2.34
4355,490.18,0.00,496.89,0.09,516.55,1.12,513.58,2.32
4356,490.46,0.03,497.18,0.05,516.87,1.16,513.90,2.37
4357,490.74,0.01,497.47,0.05,517.19,1.10,514.21,2.34
4358,491.01,0.06,497.75,0.08,517.51,1.09,514.53,2.34
4359,491.29,0.07,498.04,0.04,517.84,1.11,514.85,2.34
4360,491.57,0.07,498.33,0.10,518.16,1.09,515.17,2.37
4361,491.85,0.05,498.62,0.12,518.49,1.12,515.49,2.31
4362,492.13,0.03,498.91,0.11,518.81,1.22,515.80,2.31
4363,492.40,0.00,499.20,0.16,519.14,1.25,516.12,2.29
4364,492.68,0.00,499.48,0.16,519.46,1.24,516.44,2.26
4365,492.96,0.02,499.77,0.15,519.79,1.20,516.76,2.24
4366,493.24,0.03,500.07,0.14,520.11,1.18,517.09,2.30
4367,493.52,0.00,500.36,0.13,520.44,1.12,517.41,2.31
4368,493.80,0.00,500.65,0.08,520.77,1.12,517.73,2.29
4369,494.08,0.00,500.94,0.14,521.10,1.15,518.05,2.33
4370,494.36,0.06,501.23,0.17,521.43,1.15,518.37,2.33
4371,494.65,0.07,501.52,0.17,521.76,1.13,518.70,2.21
4372,494.93,0.06,501.81,0.16,522.08,1.17,519.02,2.16
4373,495.21,0.03,502.11,0.15,522.42,1.14,519.35,2.14
4374,495.49,0.06,502.40,0.13,522.75,1.08,519.67,2.17
4375,495.77,0.02,502.69,0.08,523.08,1.09,520.00,2.13
4376,496.06,0.06,502.99,0.10,523.41,1.03,520.32,2.15
4377,496.34,0.01,503.28,0.05,523.74,1.04,520.65,2.14
4378,496.62,0.00,503.58,0.02,524.07,1.05,520.98,2.08
4379,496.91,0.02,503.87,0.06,524.41,1.05,521.30,2.07
4380,497.19,0.00,504.17,0.03,524.74,1.08,521.63,2.10
4381,497.48,0.01,504.46,0.05,525.08,1.05,521.96,2.04
4382,497.76,0.07,504.76,0.00,525.41,1.07,522.29,1.99
4383,498.05,0.10,505.06,0.00,525.75,1.03,522.62,1.93
4384,498.33,0.10,505.35,0.00,526.08,1.00,522.95,1.97
4385,498.62,0.11,505.65,0.00,526.42,1.01,523.28,2.01
4386,498.91,0.12,505.95,0.02,526.76,1.01,523.61,2.05
4387,499.19,0.12,506.25,0.06,527.09,1.06,523.94,2.09
4388,499.48,0.08,506.55,0.01,527.43,1.03,524.27,2.04
4389,499.77,0.12,506.84,0.05,527.77,1.02,524.61,2.02
4390,500.05,0.15,507.14,0.00,528.11,1.00,524.94,1.99
4391,500.34,0.13,507.44,0.00,528.45,1.03,525.27,1.95
4392,500.63,0.11,507.74,0.00,528.79,1.07,525.61,1.91
4393,500.92,0.08,508.04,0.04,529.13,1.05,525.94,1.95
4394,501.21,0.05,508.35,0.00,529.47,1.10,526.28,1.96
4395,501.50,0.00,508.65,0.01,529.81,1.05,526.61,1.94
4396,501.79,0.00,508.95,0.01,530.16,1.03,526.95,1.92
4397,502.08,0.00,509.25,0.07,530.50,1.01,527.29,1.91
4398,502.37,0.01,509.55,0.04,530.84,0.97,527.62,1.88
4399,502.66,0.00,509.86,0.10,531.19,0.96,527.96,1.94
4400,502.95,0.00,510.16,0.10,531.53,0.98,528.30,1.83
4401,503.24,0.00,510.46,0.06,531.88,0.97,528.64,1.80
4402,503.54,0.00,510.77,0.04,532.22,1.03,528.98,1.77
4403,503.83,0.01,511.07,0.03,532.57,1.00,529.32,1.75
4404,504.12,0.06,511.38,0.04,532.92,0.96,529.66,1.77
4405,504.42,0.08,511.68,0.04,533.26,0.95,530.00,1.81
4406,504.71,0.10,511.99,0.04,533.61,0.88,530.34,1.84
4407,505.00,0.10,512.30,0.04,533.96,0.90,530.68,1.84
4408,505.30,0.10,512.60,0.04,534.31,0.88,531.03,1.78
4409,505.59,0.09,512.91,0.04,534.66,0.86,531.37,1.77
4410,505.89,0.07,513.22,0.03,535.01,0.81,531.71,1.76
4411,506.18,0.03,513.53,0.02,535.36,0.84,532.06,1.75
4412,506.48,0.05,513.83,0.05,535.71,0.78,532.40,1.78
4413,506.78,0.02,514.14,0.08,536.07,0.78,532.75,1.74
4414,507.07,0.02,514.45,0.01,536.42,0.79,533.09,1.68
4415,507.37,0.04,514.76,0.01,536.77,0.82,533.44,1.68
4416,507.67,0.00,515.07,0.04,537.13,0.82,533.79,1.74
4417,507.97,0.00,515.38,0.05,537.48,0.79,534.14,1.67
4418,508.26,0.00,515.69,0.05,537.84,0.78,534.49,1.67
4419,508.56,0.00,516.01,0.10,538.19,0.79,534.83,1.68
4420,508.86,0.00,516.32,0.07,538.55,0.86,535.18,1.66
4421,509.16,0.00,516.63,0.05,538.91,0.83,535.53,1.72
4422,509.46,0.04,516.94,0.02,539.27,0.90,535.89,1.67
4423,509.76,0.05,517.26,0.01,539.62,0.89,536.24,1.68
4424,510.06,0.01,517.57,0.01,539.98,0.90,536.59,1.71
4425,510.36,0.01,517.89,0.03,540.34,0.92,536.94,1.71
4426,510.67,0.07,518.20,0.03,540.70,0.87,537.29,1.70
4427,510.97,0.07,518.52,0.01,541.06,0.92,537.65,1.72
4428,511.27,0.03,518.83,0.01,541.43,0.91,538.00,1.74
4429,511.57,0.03,519.15,0.02,541.79,0.92,538.36,1.76
4430,511.88,0.09,519.46,0.00,542.15,0.86,538.71,1.68
4431,512.18,0.05,519.78,0.00,542.51,0.89,539.07,1.69
4432,512.48,0.07,520.10,0.00,542.88,0.85,539.43,1.67
4433,512.79,0.04,520.42,0.02,543.24,0.81,539.78,1.65
4434,513.09,0.07,520.74,0.03,543.61,0.79,540.14,1.61
4435,513.40,0.04,521.06,0.04,543.97,0.81,540.50,1.57
4436,513.70,0.08,521.37,0.10,544.34,0.76,540.86,1.54
4437,514.01,0.06,521.69,0.05,544.71,0.74,541.22,1.52
4438,514.32,0.00,522.02,0.03,545.08,0.73,541.58,1.61
4439,514.62,0.00,522.34,0.02,545.44,0.72,541.94,1.60
4440,514.93,0.04,522.66,0.02,545.81,0.78,542.30,1.58
4441,515.24,0.02,522.98,0.02,546.18,0.77,542.67,1.55
4442,515.55,0.05,523.30,0.03,546.55,0.82,543.03,1.54
4443,515.86,0.02,523.62,0.02,546.93,0.78,543.39,1.53
4444,516.17,0.04,523.95,0.03,547.30,0.76,543.76,1.49
4445,516.48,0.00,524.27,0.00,547.67,0.75,544.12,1.54
4446,516.79,0.00,524.60,0.10,548.04,0.76,544.49,1.55
4447,517.10,0.01,524.92,0.07,548.42,0.78,544.86,1.53
4448,517.41,0.00,525.25,0.01,548.79,0.72,545.22,1.51
4449,517.72,0.00,525.57,0.04,549.17,0.75,545.59,1.48
4450,518.03,0.04,525.90,0.09,549.54,0.69,545.96,1.54
4451,518.34,0.02,526.23,0.11,549.92,0.69,546.33,1.56
4452,518.66,0.04,526.55,0.10,550.30,0.67,546.70,1.52
4453,518.97,0.01,526.88,0.10,550.68,0.69,547.07,1.49
4454,519.28,0.00,527.21,0.07,551.05,0.69,547.44,1.42
4455,519.60,0.00,527.54,0.06,551.43,0.69,547.81,1.41
4456,519.91,0.03,527.87,0.06,551.81,0.74,548.18,1.41
4457,520.23,0.01,528.20,0.06,552.19,0.70,548.55,1.45
4458,520.54,0.01,528.53,0.06,552.58,0.70,548.93,1.47
4459,520.86,0.03,528.86,0.06,552.96,0.71,549.30,1.46
4460,521.18,0.00,529.19,0.06,553.34,0.75,549.68,1.40
4461,521.49,0.00,529.52,0.07,553.72,0.71,550.05,1.38
4462,521.81,0.00,529.86,0.09,554.11,0.73,550.43,1.38
4463,522.13,0.00,530.19,0.09,554.49,0.67,550.81,1.39
4464,522.45,0.00,530.52,0.12,554.88,0.65,551.18,1.34
4465,522.77,0.00,530.86,0.12,555.27,0.64,551.56,1.33
4466,523.09,0.00,531.19,0.15,555.65,0.63,551.94,1.35
4467,523.41,0.00,531.53,0.15,556.04,0.63,552.32,1.38
4468,523.73,0.00,531.86,0.20,556.43,0.64,552.70,1.34
4469,524.05,0.00,532.20,0.16,556.82,0.63,553.08,1.32
4470,524.37,0.00,532.54,0.12,557.21,0.59,553.47,1.27
4471,524.69,0.00,532.87,0.10,557.60,0.55,553.85,1.24
4472,525.01,0.00,533.21,0.11,557.99,0.59,554.23,1.34
4473,525.33,0.04,533.55,0.12,558.38,0.59,554.62,1.32
4474,525.66,0.05,533.89,0.14,558.78,0.60,555.00,1.29
4475,525.98,0.09,534.23,0.18,559.17,0.61,555.39,1.30
4476,526.31,0.10,534.57,0.12,559.57,0.54,555.77,1.29
4477,526.63,0.08,534.91,0.11,559.96,0.60,556.16,1.31
4478,526.96,0.00,535.25,0.10,560.36,0.60,556.55,1.31
4479,527.28,0.00,535.59,0.09,560.75,0.60,556.93,1.30
4480,527.61,0.00,535.93,0.08,561.15,0.59,557.32,1.29
4481,527.94,0.00,536.28,0.04,561.55,0.58,557.71,1.26
4482,528.26,0.00,536.62,0.05,561.95,0.53,558.10,1.25
4483,528.59,0.02,536.96,0.03,562.35,0.56,558.49,1.24
4484,528.92,0.00,537.31,0.07,562.75,0.56,558.89,1.24
4485,529.25,0.00,537.65,0.09,563.15,0.54,559.28,1.24
4486,529.58,0.00,538.00,0.11,563.55,0.58,559.67,1.18
4487,529.91,0.00,538.35,0.13,563.96,0.60,560.07,1.20
4488,530.24,0.05,538.69,0.19,564.36,0.63,560.46,1.21
4489,530.57,0.06,539.04,0.14,564.76,0.62,560.86,1.21
4490,530.90,0.02,539.39,0.12,565.17,0.64,561.25,1.12
4491,531.23,0.05,539.74,0.10,565.58,0.62,561.65,1.09
4492,531.56,0.01,540.09,0.09,565.98,0.62,562.05,1.17
4493,531.90,0.00,540.44,0.06,566.39,0.61,562.45,1.15
4494,532.23,0.00,540.79,0.06,566.80,0.54,562.85,1.09
4495,532.56,0.00,541.14,0.09,567.21,0.54,563.25,1.12
4496,532.90,0.01,541.49,0.07,567.62,0.49,563.65,1.10
4497,533.23,0.04,541.84,0.01,568.03,0.49,564.05,1.11
4498,533.57,0.00,542.19,0.00,568.44,0.49,564.45,1.15
4499,533.91,0.00,542.55,0.00,568.85,0.53,564.86,1.13
4500,534.24,0.00,542.90,0.00,569.27,0.53,565.26,1.16
4501,534.58,0.06,543.26,0.02,569.68,0.53,565.67,1.15
4502,534.92,0.09,543.61,0.00,570.10,0.47,566.07,1.11
4503,535.26,0.09,543.97,0.04,570.51,0.51,566.48,1.13
4504,535.60,0.04,544.32,0.03,570.93,0.50,566.89,1.08
4505,535.93,0.03,544.68,0.07,571.35,0.56,567.29,1.08
4506,536.27,0.06,545.04,0.09,571.77,0.58,567.70,1.08
4507,536.62,0.03,545.40,0.10,572.18,0.59,568.11,1.11
4508,536.96,0.02,545.76,0.06,572.60,0.58,568.52,1.06
4509,537.30,0.03,546.12,0.09,573.02,0.55,568.93,1.05
4510,537.64,0.08,546.48,0.10,573.45,0.58,569.35,1.04
4511,537.98,0.05,546.84,0.10,573.87,0.57,569.76,1.02
4512,538.33,0.07,547.20,0.06,574.29,0.56,570.17,1.01
4513,538.67,0.02,547.56,0.07,574.72,0.53,570.59,0.98
4514,539.02,0.00,547.92,0.01,575.14,0.43,571.00,0.99
4515,539.36,0.00,548.29,0.00,575.57,0.41,571.42,0.96
4516,539.71,0.00,548.65,0.07,575.99,0.46,571.84,0.97
4517,540.05,0.00,549.02,0.10,576.42,0.43,572.25,0.95
4518,540.40,0.01,549.38,0.06,576.85,0.44,572.67,0.94
4519,540.75,0.05,549.75,0.10,577.28,0.49,573.09,0.94
