Index,(2)A1:Size (bp),(2)A1:Intensity (mV),(3)B1:Size (bp),(3)B1:Intensity (mV),(4)C1:Size (bp),(4)C1:Intensity (mV),(5)D1:Size (bp),(5)D1:Intensity (mV)
5886,2720.00,0.02,2720.00,0.01,2720.00,0.00,2720.00,0.04
5887,2720.00,0.00,2720.00,0.02,2720.00,0.00,2720.00,0.03
5888,2720.00,0.02,2720.00,0.02,2720.00,0.01,2720.00,0.02
5889,2720.00,0.06,2720.00,0.01,2720.00,0.01,2720.00,0.01
5890,2720.00,0.07,2720.00,0.00,2720.00,0.02,2720.00,0.03
5891,2720.00,0.12,2720.00,0.00,2720.00,0.02,2720.00,0.05
5892,2720.00,0.06,2720.00,0.00,2720.00,0.01,2720.00,0.03
5893,2720.00,0.04,2720.00,0.01,2720.00,0.00,2720.00,0.02
5894,2720.00,0.00,2720.00,0.02,2720.00,0.01,2720.00,0.00
5895,2720.00,0.00,2720.00,0.03,2720.00,0.02,2720.00,0.00
5896,2720.00,0.04,2720.00,0.00,2720.00,0.02,2720.00,0.00
5897,2720.00,0.04,2720.00,0.00,2720.00,0.03,2720.00,0.01
5898,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.03
5899,2720.00,0.06,2720.00,0.02,2720.00,0.00,2720.00,0.04
5900,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.01
5901,2720.00,0.04,2720.00,0.00,2720.00,0.03,2720.00,0.01
5902,2720.00,0.05,2720.00,0.00,2720.00,0.03,2720.00,0.00
5903,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.00
5904,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.00
5905,2720.00,0.02,2720.00,0.03,2720.00,0.00,2720.00,0.02
5906,2720.00,0.00,2720.00,0.04,2720.00,0.00,2720.00,0.00
5907,2720.00,0.00,2720.00,0.01,2720.00,0.00,2720.00,0.01
5908,2720.00,0.00,2720.00,0.02,2720.00,0.00,2720.00,0.01
5909,2720.00,0.00,2720.00,0.01,2720.00,0.00,2720.00,0.00
5910,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.02
5911,2720.00,0.02,2720.00,0.00,2720.00,0.00,2720.00,0.02
5912,2720.00,0.00,2720.00,0.00,2720.00,0.03,2720.00,0.03
5913,2720.00,0.00,2720.00,0.01,2720.00,0.02,2720.00,0.03
5914,2720.00,0.01,2720.00,0.00,2720.00,0.01,2720.00,0.06
5915,2720.00,0.01,2720.00,0.00,2720.00,0.03,2720.00,0.04
5916,2720.00,0.01,2720.00,0.00,2720.00,0.06,2720.00,0.03
5917,2720.00,0.02,2720.00,0.00,2720.00,0.05,2720.00,0.02
5918,2720.00,0.01,2720.00,0.00,2720.00,0.04,2720.00,0.05
5919,2720.00,0.02,2720.00,0.00,2720.00,0.04,2720.00,0.07
5920,2720.00,0.03,2720.00,0.00,2720.00,0.07,2720.00,0.07
5921,2720.00,0.05,2720.00,0.00,2720.00,0.05,2720.00,0.04
5922,2720.00,0.01,2720.00,0.00,2720.00,0.05,2720.00,0.02
5923,2720.00,0.02,2720.00,0.00,2720.00,0.05,2720.00,0.00
5924,2720.00,0.07,2720.00,0.01,2720.00,0.07,2720.00,0.01
5925,2720.00,0.10,2720.00,0.00,2720.00,0.05,2720.00,0.02
5926,2720.00,0.02,2720.00,0.00,2720.00,0.04,2720.00,0.01
5927,2720.00,0.00,2720.00,0.03,2720.00,0.04,2720.00,0.04
5928,2720.00,0.00,2720.00,0.02,2720.00,0.07,2720.00,0.02
5929,2720.00,0.00,2720.00,0.00,2720.00,0.05,2720.00,0.00
5930,2720.00,0.04,2720.00,0.03,2720.00,0.10,2720.00,0.02
5931,2720.00,0.01,2720.00,0.01,2720.00,0.11,2720.00,0.00
5932,2720.00,0.05,2720.00,0.02,2720.00,0.14,2720.00,0.00
5933,2720.00,0.04,2720.00,0.02,2720.00,0.08,2720.00,0.00
5934,2720.00,0.00,2720.00,0.00,2720.00,0.03,2720.00,0.00
5935,2720.00,0.00,2720.00,0.02,2720.00,0.03,2720.00,0.00
5936,2720.00,0.00,2720.00,0.04,2720.00,0.02,2720.00,0.05
5937,2720.00,0.01,2720.00,0.01,2720.00,0.05,2720.00,0.06
5938,2720.00,0.06,2720.00,0.04,2720.00,0.13,2720.00,0.04
5939,2720.00,0.06,2720.00,0.02,2720.00,0.09,2720.00,0.05
5940,2720.00,0.04,2720.00,0.00,2720.00,0.06,2720.00,0.07
5941,2720.00,0.00,2720.00,0.02,2720.00,0.05,2720.00,0.04
5942,2720.00,0.00,2720.00,0.00,2720.00,0.06,2720.00,0.01
5943,2720.00,0.00,2720.00,0.00,2720.00,0.04,2720.00,0.01
5944,2720.00,0.00,2720.00,0.00,2720.00,0.01,2720.00,0.00
5945,2720.00,0.00,2720.00,0.00,2720.00,0.03,2720.00,0.03
5946,2720.00,0.00,2720.00,0.00,2720.00,0.06,2720.00,0.06
5947,2720.00,0.00,2720.00,0.00,2720.00,0.06,2720.00,0.05
5948,2720.00,0.00,2720.00,0.00,2720.00,0.01,2720.00,0.04
5949,2720.00,0.00,2720.00,0.00,2720.00,0.01,2720.00,0.03
5950,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.04
5951,2720.00,0.00,2720.00,0.00,2720.00,0.01,2720.00,0.02
5952,2720.00,0.00,2720.00,0.00,2720.00,0.01,2720.00,0.00
5953,2720.00,0.02,2720.00,0.00,2720.00,0.02,2720.00,0.00
5954,2720.00,0.04,2720.00,0.01,2720.00,0.00,2720.00,0.00
5955,2720.00,0.06,2720.00,0.01,2720.00,0.00,2720.00,0.00
5956,2720.00,0.05,2720.00,0.03,2720.00,0.00,2720.00,0.00
5957,2720.00,0.06,2720.00,0.09,2720.00,0.00,2720.00,0.00
5958,2720.00,0.08,2720.00,0.04,2720.00,0.00,2720.00,0.00
5959,2720.00,0.07,2720.00,0.03,2720.00,0.00,2720.00,0.00
5960,2720.00,0.08,2720.00,0.00,2720.00,0.00,2720.00,0.00
5961,2720.00,0.11,2720.00,0.00,2720.00,0.01,2720.00,0.00
5962,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.02
5963,2720.00,0.02,2720.00,0.00,2720.00,0.02,2720.00,0.05
5964,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.02
5965,2720.00,0.06,2720.00,0.00,2720.00,0.00,2720.00,0.01
5966,2720.00,0.06,2720.00,0.00,2720.00,0.00,2720.00,0.02
5967,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.03
5968,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.04
5969,2720.00,0.01,2720.00,0.00,2720.00,0.00,2720.00,0.01
5970,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.01
5971,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.00
5972,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.03
5973,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.04
5974,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.01
5975,2720.00,0.02,2720.00,0.00,2720.00,0.00,2720.00,0.00
5976,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.01
5977,2720.00,0.06,2720.00,0.00,2720.00,0.00,2720.00,0.01
5978,2720.00,0.06,2720.00,0.00,2720.00,0.00,2720.00,0.06
5979,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.06
5980,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.04
5981,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.03
5982,2720.00,0.07,2720.00,0.02,2720.00,0.00,2720.00,0.01
5983,2720.00,0.07,2720.00,0.04,2720.00,0.00,2720.00,0.00
5984,2720.00,0.06,2720.00,0.06,2720.00,0.00,2720.00,0.00
5985,2720.00,0.04,2720.00,0.07,2720.00,0.00,2720.00,0.00
5986,2720.00,0.03,2720.00,0.08,2720.00,0.00,2720.00,0.00
5987,2720.00,0.02,2720.00,0.08,2720.00,0.00,2720.00,0.00
5988,2720.00,0.03,2720.00,0.04,2720.00,0.00,2720.00,0.01
5989,2720.00,0.00,2720.00,0.02,2720.00,0.00,2720.00,0.02
5990,2720.00,0.00,2720.00,0.02,2720.00,0.01,2720.00,0.05
5991,2720.00,0.01,2720.00,0.00,2720.00,0.01,2720.00,0.04
5992,2720.00,0.03,2720.00,0.01,2720.00,0.00,2720.00,0.03
5993,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.03
5994,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.00
5995,2720.00,0.02,2720.00,0.00,2720.00,0.00,2720.00,0.00
5996,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.00
5997,2720.00,0.05,2720.00,0.01,2720.00,0.00,2720.00,0.00
5998,2720.00,0.03,2720.00,0.10,2720.00,0.00,2720.00,0.00
5999,2720.00,0.03,2720.00,0.08,2720.00,0.00,2720.00,0.01
6000,2720.00,0.00,2720.00,0.02,2720.00,0.01,2720.00,0.02
6001,2720.00,0.00,2720.00,0.02,2720.00,0.00,2720.00,0.03
6002,2720.00,0.00,2720.00,0.04,2720.00,0.00,2720.00,0.05
6003,2720.00,0.00,2720.00,0.02,2720.00,0.00,2720.00,0.03
6004,2720.00,0.01,2720.00,0.00,2720.00,0.00,2720.00,0.07
6005,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.05
6006,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.05
6007,2720.00,0.01,2720.00,0.00,2720.00,0.02,2720.00,0.05
6008,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.07
6009,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.06
6010,2720.00,0.03,2720.00,0.02,2720.00,0.00,2720.00,0.07
6011,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.05
6012,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.04
6013,2720.00,0.08,2720.00,0.00,2720.00,0.01,2720.00,0.03
6014,2720.00,0.08,2720.00,0.00,2720.00,0.01,2720.00,0.02
6015,2720.00,0.10,2720.00,0.03,2720.00,0.05,2720.00,0.00
6016,2720.00,0.14,2720.00,0.02,2720.00,0.05,2720.00,0.00
6017,2720.00,0.10,2720.00,0.03,2720.00,0.03,2720.00,0.00
6018,2720.00,0.04,2720.00,0.03,2720.00,0.00,2720.00,0.00
6019,2720.00,0.05,2720.00,0.04,2720.00,0.01,2720.00,0.00
6020,2720.00,0.05,2720.00,0.05,2720.00,0.02,2720.00,0.00
6021,2720.00,0.02,2720.00,0.02,2720.00,0.02,2720.00,0.00
6022,2720.00,0.04,2720.00,0.02,2720.00,0.01,2720.00,0.00
6023,2720.00,0.05,2720.00,0.05,2720.00,0.00,2720.00,0.00
6024,2720.00,0.02,2720.00,0.05,2720.00,0.00,2720.00,0.00
6025,2720.00,0.05,2720.00,0.06,2720.00,0.04,2720.00,0.00
6026,2720.00,0.01,2720.00,0.03,2720.00,0.04,2720.00,0.00
6027,2720.00,0.03,2720.00,0.06,2720.00,0.05,2720.00,0.01
6028,2720.00,0.07,2720.00,0.06,2720.00,0.02,2720.00,0.02
6029,2720.00,0.07,2720.00,0.02,2720.00,0.00,2720.00,0.04
6030,2720.00,0.05,2720.00,0.02,2720.00,0.00,2720.00,0.02
6031,2720.00,0.05,2720.00,0.00,2720.00,0.02,2720.00,0.02
6032,2720.00,0.08,2720.00,0.02,2720.00,0.00,2720.00,0.00
6033,2720.00,0.09,2720.00,0.03,2720.00,0.00,2720.00,0.02
6034,2720.00,0.09,2720.00,0.00,2720.00,0.00,2720.00,0.03
6035,2720.00,0.09,2720.00,0.00,2720.00,0.00,2720.00,0.03
6036,2720.00,0.07,2720.00,0.00,2720.00,0.02,2720.00,0.04
6037,2720.00,0.07,2720.00,0.00,2720.00,0.02,2720.00,0.01
6038,2720.00,0.08,2720.00,0.00,2720.00,0.01,2720.00,0.03
6039,2720.00,0.07,2720.00,0.00,2720.00,0.04,2720.00,0.04
6040,2720.00,0.08,2720.00,0.00,2720.00,0.03,2720.00,0.00
6041,2720.00,0.07,2720.00,0.00,2720.00,0.04,2720.00,0.00
6042,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.00
6043,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.00
6044,2720.00,0.01,2720.00,0.00,2720.00,0.01,2720.00,0.00
6045,2720.00,0.03,2720.00,0.00,2720.00,0.02,2720.00,0.01
6046,2720.00,0.04,2720.00,0.00,2720.00,0.01,2720.00,0.03
6047,2720.00,0.06,2720.00,0.00,2720.00,0.05,2720.00,0.05
6048,2720.00,0.04,2720.00,0.02,2720.00,0.05,2720.00,0.03
6049,2720.00,0.05,2720.00,0.00,2720.00,0.02,2720.00,0.00
6050,2720.00,0.02,2720.00,0.00,2720.00,0.04,2720.00,0.00
6051,2720.00,0.05,2720.00,0.00,2720.00,0.05,2720.00,0.00
6052,2720.00,0.04,2720.00,0.00,2720.00,0.03,2720.00,0.00
6053,2720.00,0.06,2720.00,0.00,2720.00,0.02,2720.00,0.00
6054,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.00
6055,2720.00,0.01,2720.00,0.00,2720.00,0.01,2720.00,0.00
6056,2720.00,0.02,2720.00,0.02,2720.00,0.01,2720.00,0.00
6057,2720.00,0.06,2720.00,0.02,2720.00,0.00,2720.00,0.00
6058,2720.00,0.07,2720.00,0.01,2720.00,0.01,2720.00,0.00
6059,2720.00,0.10,2720.00,0.00,2720.00,0.01,2720.00,0.01
6060,2720.00,0.09,2720.00,0.01,2720.00,0.01,2720.00,0.00
6061,2720.00,0.09,2720.00,0.05,2720.00,0.00,2720.00,0.00
6062,2720.00,0.09,2720.00,0.07,2720.00,0.02,2720.00,0.00
6063,2720.00,0.07,2720.00,0.06,2720.00,0.04,2720.00,0.00
6064,2720.00,0.03,2720.00,0.01,2720.00,0.02,2720.00,0.00
6065,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.00
6066,2720.00,0.00,2720.00,0.03,2720.00,0.01,2720.00,0.01
6067,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.03
6068,2720.00,0.00,2720.00,0.00,2720.00,0.02,2720.00,0.02
6069,2720.00,0.00,2720.00,0.00,2720.00,0.04,2720.00,0.02
6070,2720.00,0.00,2720.00,0.01,2720.00,0.02,2720.00,0.04
6071,2720.00,0.00,2720.00,0.01,2720.00,0.02,2720.00,0.00
6072,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.01
6073,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.00
6074,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.01
6075,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.01
6076,2720.00,0.01,2720.00,0.00,2720.00,0.00,2720.00,0.00
6077,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.01
6078,2720.00,0.04,2720.00,0.00,2720.00,0.01,2720.00,0.01
6079,2720.00,0.02,2720.00,0.04,2720.00,0.01,2720.00,0.01
6080,2720.00,0.05,2720.00,0.03,2720.00,0.01,2720.00,0.05
6081,2720.00,0.03,2720.00,0.05,2720.00,0.00,2720.00,0.04
6082,2720.00,0.00,2720.00,0.01,2720.00,0.00,2720.00,0.05
6083,2720.00,0.00,2720.00,0.03,2720.00,0.00,2720.00,0.02
6084,2720.00,0.00,2720.00,0.04,2720.00,0.00,2720.00,0.04
6085,2720.00,0.00,2720.00,0.05,2720.00,0.00,2720.00,0.06
6086,2720.00,0.00,2720.00,0.01,2720.00,0.00,2720.00,0.04
6087,2720.00,0.00,2720.00,0.01,2720.00,0.01,2720.00,0.03
6088,2720.00,0.00,2720.00,0.01,2720.00,0.03,2720.00,0.02
6089,2720.00,0.00,2720.00,0.00,2720.00,0.01,2720.00,0.01
6090,2720.00,0.00,2720.00,0.00,2720.00,0.04,2720.00,0.01
6091,2720.00,0.00,2720.00,0.00,2720.00,0.03,2720.00,0.04
6092,2720.00,0.01,2720.00,0.00,2720.00,0.01,2720.00,0.01
6093,2720.00,0.02,2720.00,0.00,2720.00,0.03,2720.00,0.04
6094,2720.00,0.00,2720.00,0.00,2720.00,0.03,2720.00,0.03
6095,2720.00,0.00,2720.00,0.00,2720.00,0.04,2720.00,0.03
6096,2720.00,0.00,2720.00,0.00,2720.00,0.06,2720.00,0.02
6097,2720.00,0.04,2720.00,0.00,2720.00,0.03,2720.00,0.02
6098,2720.00,0.02,2720.00,0.00,2720.00,0.02,2720.00,0.00
6099,2720.00,0.07,2720.00,0.00,2720.00,0.00,2720.00,0.00
6100,2720.00,0.07,2720.00,0.00,2720.00,0.02,2720.00,0.00
6101,2720.00,0.11,2720.00,0.00,2720.00,0.04,2720.00,0.00
6102,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.00
6103,2720.00,0.01,2720.00,0.03,2720.00,0.02,2720.00,0.00
6104,2720.00,0.03,2720.00,0.01,2720.00,0.04,2720.00,0.00
6105,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.00
6106,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.03
6107,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.02
6108,2720.00,0.08,2720.00,0.00,2720.00,0.01,2720.00,0.00
6109,2720.00,0.10,2720.00,0.00,2720.00,0.03,2720.00,0.01
6110,2720.00,0.01,2720.00,0.00,2720.00,0.00,2720.00,0.01
6111,2720.00,0.00,2720.00,0.00,2720.00,0.01,2720.00,0.04
6112,2720.00,0.02,2720.00,0.03,2720.00,0.02,2720.00,0.02
6113,2720.00,0.03,2720.00,0.00,2720.00,0.02,2720.00,0.05
6114,2720.00,0.03,2720.00,0.00,2720.00,0.01,2720.00,0.06
6115,2720.00,0.04,2720.00,0.00,2720.00,0.01,2720.00,0.03
6116,2720.00,0.06,2720.00,0.00,2720.00,0.00,2720.00,0.04
6117,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.05
6118,2720.00,0.05,2720.00,0.00,2720.00,0.03,2720.00,0.08
6119,2720.00,0.03,2720.00,0.00,2720.00,0.01,2720.00,0.07
6120,2720.00,0.03,2720.00,0.00,2720.00,0.02,2720.00,0.04
6121,2720.00,0.02,2720.00,0.00,2720.00,0.03,2720.00,0.02
6122,2720.00,0.02,2720.00,0.05,2720.00,0.05,2720.00,0.05
6123,2720.00,0.01,2720.00,0.05,2720.00,0.04,2720.00,0.03
6124,2720.00,0.00,2720.00,0.05,2720.00,0.03,2720.00,0.02
6125,2720.00,0.00,2720.00,0.06,2720.00,0.01,2720.00,0.02
6126,2720.00,0.02,2720.00,0.04,2720.00,0.04,2720.00,0.00
6127,2720.00,0.03,2720.00,0.04,2720.00,0.03,2720.00,0.01
6128,2720.00,0.00,2720.00,0.04,2720.00,0.00,2720.00,0.01
6129,2720.00,0.00,2720.00,0.03,2720.00,0.01,2720.00,0.00
6130,2720.00,0.01,2720.00,0.00,2720.00,0.02,2720.00,0.00
6131,2720.00,0.01,2720.00,0.00,2720.00,0.01,2720.00,0.00
6132,2720.00,0.00,2720.00,0.03,2720.00,0.01,2720.00,0.01
6133,2720.00,0.01,2720.00,0.02,2720.00,0.00,2720.00,0.01
6134,2720.00,0.04,2720.00,0.06,2720.00,0.01,2720.00,0.05
6135,2720.00,0.03,2720.00,0.06,2720.00,0.01,2720.00,0.04
6136,2720.00,0.03,2720.00,0.02,2720.00,0.00,2720.00,0.05
6137,2720.00,0.03,2720.00,0.04,2720.00,0.00,2720.00,0.03
6138,2720.00,0.05,2720.00,0.02,2720.00,0.01,2720.00,0.03
6139,2720.00,0.06,2720.00,0.04,2720.00,0.01,2720.00,0.00
6140,2720.00,0.05,2720.00,0.01,2720.00,0.01,2720.00,0.00
6141,2720.00,0.06,2720.00,0.00,2720.00,0.00,2720.00,0.00
6142,2720.00,0.04,2720.00,0.00,2720.00,0.02,2720.00,0.00
6143,2720.00,0.04,2720.00,0.00,2720.00,0.02,2720.00,0.00
6144,2720.00,0.00,2720.00,0.00,2720.00,0.03,2720.00,0.00
6145,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.00
6146,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.00
6147,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.00
6148,2720.00,0.00,2720.00,0.00,2720.00,0.01,2720.00,0.03
6149,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.01
6150,2720.00,0.00,2720.00,0.00,2720.00,0.01,2720.00,0.02
6151,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.02
6152,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.03
6153,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.05
6154,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.05
6155,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.03
6156,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.00
6157,2720.00,0.01,2720.00,0.00,2720.00,0.00,2720.00,0.00
6158,2720.00,0.01,2720.00,0.00,2720.00,0.00,2720.00,0.00
6159,2720.00,0.01,2720.00,0.00,2720.00,0.00,2720.00,0.00
6160,2720.00,0.00,2720.00,0.03,2720.00,0.00,2720.00,0.00
6161,2720.00,0.00,2720.00,0.01,2720.00,0.01,2720.00,0.00
6162,2720.00,0.00,2720.00,0.01,2720.00,0.03,2720.00,0.00
6163,2720.00,0.01,2720.00,0.00,2720.00,0.01,2720.00,0.01
6164,2720.00,0.00,2720.00,0.01,2720.00,0.02,2720.00,0.03
6165,2720.00,0.02,2720.00,0.00,2720.00,0.01,2720.00,0.00
6166,2720.00,0.05,2720.00,0.03,2720.00,0.00,2720.00,0.01
6167,2720.00,0.05,2720.00,0.01,2720.00,0.00,2720.00,0.01
6168,2720.00,0.07,2720.00,0.02,2720.00,0.00,2720.00,0.00
6169,2720.00,0.07,2720.00,0.02,2720.00,0.00,2720.00,0.00
6170,2720.00,0.05,2720.00,0.07,2720.00,0.01,2720.00,0.00
6171,2720.00,0.06,2720.00,0.07,2720.00,0.01,2720.00,0.00
6172,2720.00,0.05,2720.00,0.08,2720.00,0.00,2720.00,0.00
6173,2720.00,0.04,2720.00,0.07,2720.00,0.00,2720.00,0.00
6174,2720.00,0.05,2720.00,0.05,2720.00,0.00,2720.00,0.02
6175,2720.00,0.01,2720.00,0.01,2720.00,0.00,2720.00,0.05
6176,2720.00,0.02,2720.00,0.00,2720.00,0.00,2720.00,0.04
6177,2720.00,0.03,2720.00,0.01,2720.00,0.00,2720.00,0.06
6178,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.05
6179,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.05
6180,2720.00,0.01,2720.00,0.00,2720.00,0.00,2720.00,0.06
6181,2720.00,0.04,2720.00,0.01,2720.00,0.00,2720.00,0.04
6182,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.02
6183,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.00
6184,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.00
6185,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.00
6186,2720.00,0.07,2720.00,0.00,2720.00,0.00,2720.00,0.01
6187,2720.00,0.07,2720.00,0.00,2720.00,0.00,2720.00,0.00
6188,2720.00,0.05,2720.00,0.00,2720.00,0.00,2720.00,0.02
6189,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.04
6190,2720.00,0.02,2720.00,0.00,2720.00,0.00,2720.00,0.02
6191,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.00
6192,2720.00,0.03,2720.00,0.04,2720.00,0.00,2720.00,0.04
6193,2720.00,0.05,2720.00,0.05,2720.00,0.00,2720.00,0.03
6194,2720.00,0.07,2720.00,0.07,2720.00,0.00,2720.00,0.02
6195,2720.00,0.07,2720.00,0.06,2720.00,0.00,2720.00,0.01
6196,2720.00,0.03,2720.00,0.07,2720.00,0.00,2720.00,0.00
6197,2720.00,0.00,2720.00,0.08,2720.00,0.00,2720.00,0.02
6198,2720.00,0.01,2720.00,0.03,2720.00,0.00,2720.00,0.00
6199,2720.00,0.01,2720.00,0.04,2720.00,0.00,2720.00,0.00
6200,2720.00,0.00,2720.00,0.06,2720.00,0.01,2720.00,0.00
6201,2720.00,0.02,2720.00,0.05,2720.00,0.02,2720.00,0.00
6202,2720.00,0.00,2720.00,0.00,2720.00,0.03,2720.00,0.00
6203,2720.00,0.02,2720.00,0.00,2720.00,0.03,2720.00,0.01
6204,2720.00,0.00,2720.00,0.00,2720.00,0.04,2720.00,0.02
6205,2720.00,0.00,2720.00,0.00,2720.00,0.04,2720.00,0.04
6206,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.06
6207,2720.00,0.00,2720.00,0.00,2720.00,0.00,2720.00,0.05
6208,2720.00,0.01,2720.00,0.00,2720.00,0.00,2720.00,0.07
6209,2720.00,0.03,2720.00,0.02,2720.00,0.00,2720.00,0.05
6210,2720.00,0.07,2720.00,0.06,2720.00,0.00,2720.00,0.06
6211,2720.00,0.08,2720.00,0.05,2720.00,0.00,2720.00,0.03
6212,2720.00,0.06,2720.00,0.04,2720.00,0.00,2720.00,0.00
6213,2720.00,0.07,2720.00,0.04,2720.00,0.00,2720.00,0.01
6214,2720.00,0.04,2720.00,0.01,2720.00,0.00,2720.00,0.06
6215,2720.00,0.03,2720.00,0.03,2720.00,0.00,2720.00,0.05
6216,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.00
6217,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.00
6218,2720.00,0.02,2720.00,0.00,2720.00,0.00,2720.00,0.00
6219,2720.00,0.02,2720.00,0.00,2720.00,0.01,2720.00,0.00
6220,2720.00,0.02,2720.00,0.00,2720.00,0.01,2720.00,0.00
6221,2720.00,0.02,2720.00,0.00,2720.00,0.01,2720.00,0.00
6222,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.01
6223,2720.00,0.01,2720.00,0.01,2720.00,0.00,2720.00,0.03
6224,2720.00,0.02,2720.00,0.02,2720.00,0.00,2720.00,0.00
6225,2720.00,0.03,2720.00,0.04,2720.00,0.00,2720.00,0.00
6226,2720.00,0.00,2720.00,0.06,2720.00,0.00,2720.00,0.00
6227,2720.00,0.00,2720.00,0.09,2720.00,0.00,2720.00,0.00
6228,2720.00,0.00,2720.00,0.08,2720.00,0.00,2720.00,0.00
6229,2720.00,0.00,2720.00,0.09,2720.00,0.00,2720.00,0.00
6230,2720.00,0.01,2720.00,0.09,2720.00,0.01,2720.00,0.00
6231,2720.00,0.02,2720.00,0.06,2720.00,0.01,2720.00,0.00
6232,2720.00,0.03,2720.00,0.05,2720.00,0.01,2720.00,0.02
6233,2720.00,0.01,2720.00,0.05,2720.00,0.00,2720.00,0.03
6234,2720.00,0.03,2720.00,0.00,2720.00,0.00,2720.00,0.05
6235,2720.00,0.10,2720.00,0.00,2720.00,0.01,2720.00,0.07
6236,2720.00,0.04,2720.00,0.00,2720.00,0.02,2720.00,0.07
6237,2720.00,0.07,2720.00,0.00,2720.00,0.02,2720.00,0.05
6238,2720.00,0.07,2720.00,0.00,2720.00,0.02,2720.00,0.01
6239,2720.00,0.05,2720.00,0.00,2720.00,0.02,2720.00,0.02
6240,2720.00,0.04,2720.00,0.00,2720.00,0.00,2720.00,0.03
6241,2720.00,0.03,2720.00,0.00,2720.00,0.02,2720.00,0.00
